"Name","googleScholarId","title","author","journal","number","cites","year","cid","pubid"
"David E. Broockman","Ifl1VQEAAAAJ","Distorted Communication, Unequal Representation: Constituents Communicate Less to Representatives Not of Their Race","D Broockman","American Journal Of Political Science",NA,161,2014,3.31395761967771e+57,"Tyk-4Ss8FVUC"
"David E. Broockman","Ifl1VQEAAAAJ","Do female politicians empower women to vote or run for office? A regression discontinuity approach","DE Broockman","Electoral Studies","34, 190-204",139,2014,1.84044602204677e+37,"ufrVoPGSRksC"
"David E. Broockman","Ifl1VQEAAAAJ","Do Online Advertisements Increase Political Candidates' Name Recognition or Favorability? Evidence from Randomized Field Experiments","DE Broockman, DP Green","Political Behavior",NA,120,2012,10589066984511240192,"LkGwnXOMwfcC"
"David E. Broockman","Ifl1VQEAAAAJ","Do congressional candidates have reverse coattails? Evidence from a regression discontinuity design","DE Broockman","Political Analysis","17 (4), 418-434",93,2009,1.69843057558221e+38,"u-x6o8ySG0sC"
"David E. Broockman","Ifl1VQEAAAAJ","Reducing exclusionary attitudes through interpersonal conversation: Evidence from three field experiments","JL Kalla, DE Broockman","American Political Science Review","114 (2), 410-425",87,2020,3006845382111248384,"natZJ_-F0IUC"
"David E. Broockman","Ifl1VQEAAAAJ","The delegate paradox: Why polarized politicians can represent citizens best","DJ Ahler, DE Broockman","The Journal Of Politics","80 (4), 1117-1133",86,2018,1.51239353329386e+98,"_tF6a-HnqWAC"
"David E. Broockman","Ifl1VQEAAAAJ","Predispositions and the political behavior of American economic elites: Evidence from technology entrepreneurs","DE Broockman, G Ferenstein, N Malhotra","American Journal Of Political Science","63 (1), 212-233",68,2019,1.29236126804379e+58,"yTLRzDEmwhEC"
"David E. Broockman","Ifl1VQEAAAAJ","The design of field experiments with survey outcomes: A framework for selecting more efficient, robust, and ethical designs","DE Broockman, JL Kalla, JS Sekhon","Political Analysis","25 (4), 435-464",63,2017,1.18841404582253e+39,"ymY9cBF3mdcC"
"David E. Broockman","Ifl1VQEAAAAJ","The ‘Problem of Preferences’: Medicare and Business Support for the Welfare State","DE Broockman","Studies In American Political Development","26 (2), 83-106",54,2012,15247873089377853440,"_FxGoFyzp5QC"
"David E. Broockman","Ifl1VQEAAAAJ","Why local party leaders don't support nominating centrists","DE Broockman, N Carnes, M Crowder-Meyer, C Skovron","British Journal Of Political Science","51 (2), 724-749",53,2021,1.42877046492631e+98,"KTwcwpFFj4wC"
"David E. Broockman","Ifl1VQEAAAAJ","Preaching to the choir: Americans prefer communicating to copartisan elected officials","DE Broockman, TJ Ryan","American Journal Of Political Science","60 (4), 1093-1107",34,2016,15029944948736092160,"QVtou7C4vgoC"
"David E. Broockman","Ifl1VQEAAAAJ","A natural experiment on discrimination in elections","DE Broockman, EJ Soltas","Journal Of Public Economics","188, 104201",27,2020,1.29914852484984e+77,"I8rxH6phXEkC"
"David E. Broockman","Ifl1VQEAAAAJ","Do better committee assignments meaningfully benefit legislators? Evidence from a randomized experiment in the Arkansas state legislature","DE Broockman, DM Butler","Journal Of Experimental Political Science","2 (2), 152-163",22,2015,9.51666333352446e+95,"sJPMR1oEGYQC"
"David E. Broockman","Ifl1VQEAAAAJ","Which Narrative Strategies Durably Reduce Prejudice? Evidence from Field and Survey Experiments Supporting the Efficacy of Perspective‐Getting","JL Kalla, DE Broockman","American Journal Of Political Science",NA,14,2021,18226418405867276288,"kUhpeDhEZMUC"
"David E. Broockman","Ifl1VQEAAAAJ","National Candidate Study","DE Broockman, N Carnes, M Crowder-Meyer, C Skovron","Computer File",NA,14,2012,401511069794016128,"ji7lAbPyDbYC"
"David E. Broockman","Ifl1VQEAAAAJ","What do partisan donors want?","D Broockman, N Malhotra","Public Opinion Quarterly","84 (1), 104-118",12,2020,4948504341472065536,"9shLKfS_uJEC"
"David E. Broockman","Ifl1VQEAAAAJ","Broad cross-national public support for accelerated COVID-19 vaccine trial designs","D Broockman, J Kalla, A Guerrero, M Budolfson, N Eyal, NP Jewell, ...","Vaccine","39 (2), 309-316",10,2021,8597829062951872512,"WWeOtg8bX_EC"
"David E. Broockman","Ifl1VQEAAAAJ","When and why are campaigns’ persuasive effects small? Evidence from the 2020 US Presidential Election","D Broockman, J Kalla","Osf",NA,9,2020,8953519866333227008,"aEW5N-EHWIMC"
"David E. Broockman","Ifl1VQEAAAAJ","What Do Donors Want? Heterogeneity by Party and Policy Domain (Research Note)","DE Broockman, NA Malhotra","Stanford University Graduate School Of Business Research Paper",NA,4,2018,6515143499671132160,"yeL6HyUMUGUC"
"David E. Broockman","Ifl1VQEAAAAJ","Increasing Response Rates and Representativeness of Online Panels Recruited by Mail: Evidence from Experiments in 12 Original Surveys","A Yan, J Kalla, DE Broockman","Stanford University Graduate School Of Business Research Paper",NA,4,2018,8706201239902220288,"9NZAP19TdFAC"
"David E. Broockman","Ifl1VQEAAAAJ","Ascertaining Business's Interests and Political Preferences","DE Broockman","Studies In American Political Development","33 (1), 26-35",2,2019,11840042398993137664,"3_LpOwP6eMYC"
"David E. Broockman","Ifl1VQEAAAAJ","Personalizing moral reframing in interpersonal conversation: A field experiment","JL Kalla, AS Levine, DE Broockman","The Journal Of Politics","84 (2), 000-000",1,2022,9470581947176040448,"3A3nxV7CjKIC"
"David E. Broockman","Ifl1VQEAAAAJ","Public Opinion and Political Representation","DE Broockman","Uc Berkeley",NA,1,2015,6299707731832646656,"eI34FqJmdUoC"
"Eric Schickler","JrC7tW0AAAAJ","Partisan hearts and minds","D Green, B Palmquist, E Schickler","Yale University Press",NA,2886,2008,7338878458510300160,"u5HHmVD_uO8C"
"Eric Schickler","JrC7tW0AAAAJ","Congress and its members","RH Davidson, WJ Oleszek, FE Lee, E Schickler, JM Curry","CQ Press",NA,1189,2021,10915145018289631232,"blknAaTinKkC"
"Eric Schickler","JrC7tW0AAAAJ","Disjointed pluralism","E Schickler","Princeton University Press",NA,1071,2011,5970914816484206592,"u-x6o8ySG0sC"
"Eric Schickler","JrC7tW0AAAAJ","Filibuster","GJ Wawro, E Schickler","Princeton University Press",NA,361,2013,7895560946499858432,"UeHWp8X0CEIC"
"Eric Schickler","JrC7tW0AAAAJ","What if everyone voted? Simulating the impact of increased turnout in senate elections","J Citrin, E Schickler, J Sides","American Journal Of Political Science","47 (1), 75-90",320,2003,13769941000547330048,"d1gkVwhDpl0C"
"Eric Schickler","JrC7tW0AAAAJ","Racial realignment","E Schickler","Princeton University Press",NA,235,2016,4475507665011653120,"SeFeTyx0c_EC"
"Eric Schickler","JrC7tW0AAAAJ","Institutional change in the House of Representatives, 1867–1998: a test of partisan and ideological power balance models","E Schickler","American Political Science Review","94 (2), 269-288",203,2000,8575841616545656832,"2osOgNQ5qMEC"
"Eric Schickler","JrC7tW0AAAAJ","Macropartisanship: A replication and critique","D Green, B Palmquist, E Schickler","American Political Science Review","92 (4), 883-899",194,1998,17056154759122771968,"9yKSN-GCB0IC"
"Eric Schickler","JrC7tW0AAAAJ","The stability of party identification in western democracies: results from eight panel surveys","E Schickler, DP Green","Comparative Political Studies","30 (4), 450-483",172,1997,5292061261114428416,"IjCSPb-OGe4C"
"Eric Schickler","JrC7tW0AAAAJ","Controlling the floor: Parties as procedural coalitions in the House","E Schickler, A Rich","American Journal Of Political Science","1340-1375",163,1997,10646727241192894464,"qjMakFHDy7sC"
"Eric Schickler","JrC7tW0AAAAJ","Platforms and partners: The civil rights realignment reconsidered","BD Feinstein, E Schickler","Studies In American Political Development","22 (1), 1-31",126,2008,13360141702840113152,"ufrVoPGSRksC"
"Eric Schickler","JrC7tW0AAAAJ","Where's the Pivot? Obstruction and Lawmaking in the Pre‐cloture Senate","GJ Wawro, E Schickler","American Journal Of Political Science","48 (4), 758-774",86,2004,2878424494637047808,"Tyk-4Ss8FVUC"
"Eric Schickler","JrC7tW0AAAAJ","Multiple-measure assessment of party identification","DP Green, E Schickler","Public Opinion Quarterly","57 (4), 503-535",86,1993,9196002191478287360,"zYLM7Y9cAGgC"
"Eric Schickler","JrC7tW0AAAAJ","Congressional parties and civil rights politics from 1933 to 1972","E Schickler, K Pearson, BD Feinstein","The Journal Of Politics","72 (3), 672-689",74,2010,1208051734411467520,"hqOjcs7Dif8C"
"Eric Schickler","JrC7tW0AAAAJ","Agenda control, majority party power, and the House Committee on Rules, 1937–52","E Schickler, K Pearson","Legislative Studies Quarterly","34 (4), 455-491",65,2009,14110497725448105984,"_FxGoFyzp5QC"
"Eric Schickler","JrC7tW0AAAAJ","Investigating the President","DL Kriner, E Schickler","Investigating The President",NA,64,2016,3956416308892705280,"D03iK_w7-QYC"
"Eric Schickler","JrC7tW0AAAAJ","Landmarks in the Study of Congress since 1945","NW Polsby, E Schickler","Annual Review Of Political Science","5 (1), 333-367",58,2002,7.65247530972594e+37,"Y0pCki6q_DkC"
"Eric Schickler","JrC7tW0AAAAJ","Investigating the president: Committee probes and presidential approval, 1953–2006","DL Kriner, E Schickler","The Journal Of Politics","76 (2), 521-534",56,2014,12795266252551145472,"-f6ydRqryjwC"
"Eric Schickler","JrC7tW0AAAAJ","Discharge petitions, agenda control, and the congressional committee system, 1929–76","K Pearson, E Schickler","The Journal Of Politics","71 (4), 1238-1256",51,2009,10156653315762137088,"LkGwnXOMwfcC"
"Eric Schickler","JrC7tW0AAAAJ","Public Opinion, Organized Labor, and the Limits of New Deal Liberalism, 1936–1945","E Schickler, D Caughey","Studies In American Political Development","25 (2), 162-189",49,2011,4854169499528252416,"kNdYIx-mwKoC"
"Eric Schickler","JrC7tW0AAAAJ","Revisiting Public Opinion in the 1930s and 1940s","AJ Berinsky, EN Powell, E Schickler, IB Yohai","Ps: Political Science And Politics","44 (3), 515-520",45,2011,10162551094927167488,"YOwf2qJgpHMC"
"Eric Schickler","JrC7tW0AAAAJ","On the theory of parties","N McCarty, E Schickler","Annual Review Of Political Science","21, 175-193",42,2018,3027129895281803264,"pyW8ca7W8N0C"
"Eric Schickler","JrC7tW0AAAAJ","Constituency cleavages and congressional parties: Measuring homogeneity and polarization, 1857–1913","JA Jenkins, E Schickler, JL Carson","Social Science History","28 (4), 537-573",42,2004,5508783838970687488,"W7OEmFMy1HYC"
"Eric Schickler","JrC7tW0AAAAJ","Party Government in the House Reconsidered: A Response to Cox and McCubbins","E Schickler, A Rich","American Journal Of Political Science","41 (4), 1387-1394",42,1997,13227664087556153344,"eQOLeE2rZwMC"
"Eric Schickler","JrC7tW0AAAAJ","If everyone had voted, would Bubba and Dubya have won?","J Sides, E Schickler, J Citrin","Presidential Studies Quarterly","38 (3), 521-539",40,2008,3985026650857122816,"5nxA0vEk-isC"
"Eric Schickler","JrC7tW0AAAAJ","Madison's constitution under stress: A developmental analysis of political polarization","P Pierson, E Schickler","Annual Review Of Political Science","23, 37-58",38,2020,4199750535461011456,"eflP2zaiRacC"
"Eric Schickler","JrC7tW0AAAAJ","Legislative obstructionism","GJ Wawro, E Schickler","Annual Review Of Political Science","13, 297-319",38,2010,5383253979072097280,"KlAtU1dfN6UC"
"Eric Schickler","JrC7tW0AAAAJ","New Deal liberalism and racial liberalism in the mass public, 1937–1968","E Schickler","Perspectives On Politics","11 (1), 75-98",34,2013,4688256921086065664,"qxL8FJ1GzNcC"
"Eric Schickler","JrC7tW0AAAAJ","Remaking the House and Senate: Personal Power, Ideology, and the 1970s Reforms","E Schickler, E McGhee, J Sides","Legislative Studies Quarterly","28 (3), 297-331",34,2003,1.389052206689e+19,"UebtZRa9Y70C"
"Eric Schickler","JrC7tW0AAAAJ","Issues and the dynamics of party identification: A methodological critique","E Schickler, D Green","Political Analysis","5, 151-179",32,1993,15802011817125695488,"YsMSGLbcyi4C"
"Eric Schickler","JrC7tW0AAAAJ","Majority rule","DW Rae, E Schickler","Perspectives On Public Choice","163-180",26,1997,17302379149914470400,"WF5omc3nYNoC"
"Eric Schickler","JrC7tW0AAAAJ","Democratizing technology: Hierarchy and innovation in public life","E Schickler","Polity","27 (2), 175-199",23,1994,9832986415163041792,"MXK_kJrjxJIC"
"Eric Schickler","JrC7tW0AAAAJ","The Oxford Handbook of the American Congress","E Schickler, FE Lee","Oxford University Press",NA,22,2013,3056199738670432256,"IWHjjKOFINEC"
"Eric Schickler","JrC7tW0AAAAJ","Substance and change in congressional ideology: NOMINATE and its alternatives","D Caughey, E Schickler","Studies In American Political Development","30 (2), 128-146",20,2016,15041499931413807104,"2P1L_qKh6hAC"
"Eric Schickler","JrC7tW0AAAAJ","Institutional Development of Congress","E Schickler","The Legislative Branch","35-62",20,2005,11655918953124298752,"Se3iqnhoufwC"
"Eric Schickler","JrC7tW0AAAAJ","Intergenerational warfare: The Senate decentralizes appropriations","E Schickler, J Sides","Legislative Studies Quarterly","551-575",20,2000,16315044769189079040,"roLk4NBRz8UC"
"Eric Schickler","JrC7tW0AAAAJ","Dyadic representation","S Ansolabehere, PE Jones","The Oxford Handbook Of The American Congress",NA,17,2011,6573332649129965568,"iH-uZ7U-co4C"
"Eric Schickler","JrC7tW0AAAAJ","11 A spirited defence of party identification against its critics","DP Green, E Schickler","Political Parties And Partisanship: Social Identity And Individual Attitudes …",NA,14,2009,9212585347136739328,"4DMP91E08xMC"
"Eric Schickler","JrC7tW0AAAAJ","Institutional change in the House of representatives, 1867-1986: A test of Partisan and median voter models.","E Schickler","Legislative Studies Quarterly","23 (3), 457-457",13,1998,895949841896084992,"TFP_iSt0sucC"
"Eric Schickler","JrC7tW0AAAAJ","The transition to Democratic leadership in a polarized House","KL Pearson, E Schickler","Congress Reconsidered",NA,12,2009,16890285598737500160,"uWQEDVKXjbEC"
"Eric Schickler","JrC7tW0AAAAJ","Safe at Any Speed: Legislative Intent, the Electoral Count Act of 1887, and Bush v. Gore","E Schickler, T Bimes, R Mickey","Jl And Pol.","16, 717",12,2000,12075038245205446656,"8k81kl-MbHgC"
"Eric Schickler","JrC7tW0AAAAJ","Partisan stability: Evidence from aggregate data","DP Green, BL Palmquist, E Schickler","Controversies In Voting Behavior","356-63",11,2001,2397283731253668864,"3fE2CSJIrl8C"
"Eric Schickler","JrC7tW0AAAAJ","Target Estimation and Adjustment Weighting for Survey Nonresponse and Sampling Bias","D Caughey, AJ Berinsky, S Chatfield, E Hartman, E Schickler, JS Sekhon","Cambridge University Press",NA,10,2020,4338483976369673216,"kRWSkSYxWN8C"
"Eric Schickler","JrC7tW0AAAAJ","Congress","E Schickler","Developments In American Politics","4, 97-114",9,2002,236209819161926880,"WA5NYHcadZ8C"
"Eric Schickler","JrC7tW0AAAAJ","Policy and Performance in the New Deal Realignment: Evidence from old data and new methods","D Caughey, MC Dougal, E Schickler","The Journal Of Politics","82 (2), 494-508",7,2020,8317154533543045120,"BrmTIyaxlBUC"
"Eric Schickler","JrC7tW0AAAAJ","Governing in a polarized age: Elections, parties, and political representation in America","AS Gerber, E Schickler","Cambridge University Press",NA,7,2017,5119753898111540224,"bFI3QPDXJZMC"
"Eric Schickler","JrC7tW0AAAAJ","Congressional History: New Branches on Mature Trees History","E Schickler","Legislative Studies Section Newsletter","24 (2)",7,2001,8722048985530540032,"aqlVkmm33-oC"
"Eric Schickler","JrC7tW0AAAAJ","The Resilience of Separation of Powers? Congress and the Russia Investigation","D Kriner, E Schickler","Presidential Studies Quarterly","48 (3), 436-455",5,2018,18298809787833116672,"tOudhMTPpwUC"
"Eric Schickler","JrC7tW0AAAAJ","Congress and American Political Development","E Schickler, RB Rubin, R Valelly","The Oxford Handbook Of American Political Development","259",5,2016,11598649171684233216,"_xSYboBqXhAC"
"Eric Schickler","JrC7tW0AAAAJ","The Development of the Congressional Committee System","E Schickler","The Oxford Handbook Of The American Congress",NA,5,2011,10639700912338106368,"EUQCXRtRnyEC"
"Eric Schickler","JrC7tW0AAAAJ","A Conversation with Theda Skocpol","T Skocpol, E Schickler","Annual Review Of Political Science","22, 1-16",4,2019,6789588517620296704,"sSrBHYA8nusC"
"Eric Schickler","JrC7tW0AAAAJ","Reid's rules: Filibusters, the nuclear option, and path dependence in the US senate","GJ Wawro, E Schickler","Legislative Studies Quarterly","43 (4), 619-647",4,2018,14524946393821925376,"738O_yMBCRsC"
"Eric Schickler","JrC7tW0AAAAJ","The coming Democratic realignment","D Green, B Palmquist, E Schickler","Ps: Political Science And Politics","33 (2), 199-200",4,2000,10910620860801265664,"_kc_bZDykSQC"
"Eric Schickler","JrC7tW0AAAAJ","Democracy for Realists, Groups, and Ordinary Voters","E Schickler","Critical Review","30 (1-2), 119-129",3,2018,1621229396977327360,"u9iWguZQMMsC"
"Eric Schickler","JrC7tW0AAAAJ","The Policy Bases of the New Deal Realignment: Evidence from Public Opinion Polls, 1936–1952","D Caughey, M Dougal, E Schickler","The Journal Of Politics",NA,3,2018,1.7119307345065e+19,"lSLTfruPkqcC"
